Full Name,Overall,Potential,Value(in Euro),Age
Ben Osborn,72,72,2300000,27
Niclas Eliasson,72,73,2800000,26
Yoann Salmier,72,73,2200000,29
Antônio Felipe Macedo Calegari,72,72,800000,38
Luiz Santiago Sacramento Cruz,72,72,250000,38
Caio Bruno Milaçar Kenedy,72,72,2600000,26
Anthony Jung,72,72,2000000,30
Iago Azevedo dos Santos,72,72,1900000,30
Ashley Barnes,72,72,1900000,32
Ivor Pandur,72,79,4099999,22
Anselmo de Moraes,72,72,1400000,33
Dener Gomes Clemente,72,72,2200000,30
Chang Min Lee,72,72,2300000,28
Francis Amuzu,72,78,3800000,22
Adam Vlkanova,72,72,2500000,27
Matheus de Mello Costa,72,75,2700000,27
Timoteo Samuel Triano Branco,72,72,2300000,26
Emre Akbaba,72,72,2300000,29
Sultan Al Ghannam,72,72,2100000,28
Giorgos Kyriakopoulos,72,74,2700000,26
Alassane Ndao,72,75,3100000,25
Francisco Ribeiro Tomé,72,73,2800000,26
Zaydou Youssouf,72,78,3700000,22
Agustín Álvarez Martínez,72,80,5500000,21
Domagoj Antolić,72,72,1900000,31
Ohi Omoijuanfo,72,72,2400000,28
Patrick Cutrone,72,77,3600000,24
Durval Hélton Vieira Aldair,72,72,2000000,30
Jaidon Anthony,72,79,4800000,22
Zinho Vanheusden,72,79,4400000,22
Patrick Bauer,72,72,2000000,29
Kevin Stöger,72,72,2300000,28
Miloš Degenek,72,73,2200000,28
Numa Lavanchy,72,72,2100000,28
Florian Tardieu,72,72,2000000,30
Mbwana Ally Samatta,72,72,2300000,29
Luděk Pernica,72,72,1500000,32
Andrea Cistana,72,75,2800000,25
Kevin Sandoval,72,75,3100000,25
Bastian Oczipka,72,72,1200000,33
Maxime Le Marchand,72,72,1500000,32
Juan Gabriel Rodríguez,72,73,2200000,28
Magnus Wolff Eikrem,72,72,2000000,31
Hernán Toledo,72,73,2800000,26
Dominik Holec,72,74,2100000,27
Kellyn Acosta,72,73,2700000,26
Oghenekaro Etebo,72,74,2600000,26
Mirko Pigliacelli,72,72,1600000,29
Anton Tinnerholm,72,72,1700000,31
Alejandro Pozo Pozo,72,79,4500000,23
Flávio Raphael Rebeilo Mestres,72,72,2000000,30
Joe Rodon,72,80,4900000,24
Charly Musonda,72,75,3100000,25
Laurent Depoitre,72,72,1500000,33
João Pedro Reis Amaral,72,72,2300000,30
Rune Almenning Jarstein,72,72,250000,37
Emre Kılınç,72,72,2500000,27
Agustín Urzi,72,83,5500000,22
Alejandro Bedoya,72,72,950000,35
Václav Jurečka,72,72,2400000,28
Joel Soñora,72,75,3100000,25
Tomás Belmonte,72,78,3700000,24
Cristian Buonaiuto,72,72,2300000,29
Seung Hyun Jeong,72,74,2400000,28
Morten Frendrup,72,81,5000000,21
James Garner,72,82,5000000,21
Jérémy Mellot,72,72,2100000,28
Jean-Luc Dompé,72,72,2600000,26
Alex Ferrari,72,73,2200000,28
Greg Taylor,72,77,3300000,24
Arijanet Murić,72,80,4500000,23
Mame Diouf,72,72,1100000,34
Matías Catalán,72,72,2000000,29
Alberto Paleari,72,72,1600000,29
Viktor Korniienko,72,81,5000000,23
Andrés Cubas,72,75,3000000,26
Vincent Pule,72,72,2300000,30
Patrick Mainka,72,73,2400000,27
Hannes Wolf,72,79,4700000,23
Ricky van Wolfswinkel,72,72,1500000,33
Paul Nardi,72,74,2000000,28
Fabricio Díaz,72,83,4800000,19
Yuri de Souza Fonseca,72,72,800000,39
Jérôme Onguéné,72,78,3400000,24
Evandro Sérgio Rochedo Paulino,72,72,2600000,26
Saba Lobjanidze,72,72,2500000,27
Mats Seuntjens,72,72,2300000,30
Hiroki Ito,72,77,3200000,23
Meschack Elia,72,77,3600000,24
Lee Nicholls,72,74,1900000,29
Emil Bohinen,72,79,4700000,23
Darwin Quintero,72,72,1100000,34
Alan Browne,72,72,2500000,27
Rey Manaj,72,76,3300000,25
Leart Paqarada,72,72,2300000,27
Richie Laryea,72,72,2300000,27
Gerson Rodrigues Gouveia,72,72,2500000,27
Gustavo Rafael Lobateiro Gomes,72,72,2800000,22
Kingsley Ehizibue,72,73,2500000,27
Darnell Furlong,72,75,2800000,26
Nick Powell,72,72,2400000,28
Rogério Oliveira da Silva,72,76,3100000,24
Lukáš Sadílek,72,75,3000000,26
Diego Viera,72,72,1600000,31
Tony Josimar Mutto Abrão,72,72,2300000,26
Samuel Moutoussamy,72,75,3100000,25
Jesse Joronen,72,73,1800000,29
Durval Murilo Dutría Pereira,72,72,2200000,30
Alexander Schlager,72,75,2400000,26
Craig Cathcart,72,72,1100000,33
Danny Latza,72,72,1800000,32
Dominik Greif,72,78,2900000,25
Jesper Hansen,72,72,250000,37
Dimitrios Kourbelis,72,72,2100000,28
Nicolas Gavory,72,72,2300000,27
Max Lowe,72,77,3200000,25
Johan Dahlin,72,72,250000,35
Alexandre Oukidja,72,72,750000,33
Panagiotis Tachtsidis,72,72,1900000,31
Martín Satriano,72,81,5500000,21
Túlio Sebastião Changas Tramontino,72,72,1900000,26
Leonardo Pavoletti,72,72,1500000,33
Kevin Mier,72,84,5000000,22
Jin Ho Sin,72,72,1200000,33
Anel Ahmedhodžić,72,82,4900000,23
Rasmus Nicolaisen,72,77,3100000,25
Boubakar Kouyaté,72,77,3100000,25
Adrián Ramos,72,72,800000,36
Gustavo Blanco Leschuk,72,72,2300000,30
Jair Amador Silos,72,72,1500000,32
Younes Namli,72,72,2400000,28
Sébastien Corchia,72,72,1700000,31
Milan van Ewijk,72,80,5000000,21
Sekou Koita,72,82,5500000,22
James Tomkins,72,72,1100000,33
Billy Sharp,72,72,800000,36
Markus Kolke,72,72,1200000,31
Karim Boudiaf,72,72,0,31
Riad Nouri,72,72,750000,37
Nyasha Mushekwi,72,72,1100000,34
Jere Uronen,72,72,2300000,27
Abdallah Sima,72,84,6000000,21
Milan Heča,72,72,1200000,31
Billy Gilmour,72,82,5000000,21
Bruno Bianchi,72,72,1100000,33
Deiverson Breno Kaio de Freitas,72,72,750000,38
Martin Kelly,72,72,1500000,32
Tommaso Augello,72,72,2300000,27
Philipp Förster,72,72,2500000,27
Jhon Duque,72,72,2000000,30
Juan Manuel Insaurralde,72,72,425000,37
Ahmed Musa,72,72,2300000,29
Andrés Herrera,72,77,3300000,23
Facundo Quignon,72,72,2000000,29
Benito Raman,72,72,2500000,27
Antonio Sánchez Navarro,72,75,3100000,25
Santiago Cáseres,72,78,3300000,25
Fábio Pereira da Silva,72,72,1700000,31
Pavel de Jesus Serra Fonseca,72,72,1900000,30
Peter Shalulile,72,72,2400000,28
Daniele Padelli,72,72,250000,36
Bernard Mensah,72,73,2700000,27
Gregory Wüthrich,72,74,2500000,27
Jens-Lys Cajuste,72,79,4700000,22
Peter Michorl,72,72,2500000,27
Lucas Gourna,72,83,4600000,18
Óscar Sielva Moreno,72,72,2000000,30
Didier Ndong,72,73,2300000,28
Ken Sema,72,72,2400000,28
Federico Ricca,72,73,2500000,27
Éder Marvin Oliveira Simão,72,72,1900000,30
Andrew Hjulsager,72,73,2700000,27
Lilian Brassier,72,79,4400000,22
Barry Bannan,72,72,1800000,32
Mateu Jaume Morey Bauzá,72,79,4500000,22
Christian Luyindama,72,72,2000000,28
Guillermo Acosta,72,72,1400000,33
Nicolás Orsini,72,72,2500000,27
Lukas Podolski,72,72,800000,37
Moses Usor,72,79,4600000,20
Carlos Eduardo Lopes Cruz,72,75,3200000,24
Steve Cook,72,72,1600000,31
Viktor Gyökeres,72,78,3700000,24
Paul Lasne,72,72,1200000,33
Håkon Evjen,72,79,4800000,22
Jonatan Maidana,72,72,425000,36
Benjamin Šeško,72,85,5500000,19
Filip Panák,72,74,2600000,26
Víctor Ignacio Malcorra,72,72,1100000,34
Jan Bořil,72,72,1700000,31
Vicemte Ernesto Tófoli Laranjeiras,72,72,2600000,26
Ognjen Vranješ,72,72,1500000,32
Damián Martínez,72,72,1600000,32
Rúben Tiago Rodrigues Ribeiro,72,72,1100000,34
Kerim Mrabti,72,72,2400000,28
Guzmán Corujo,72,75,2800000,25
Stefan Ilsanker,72,72,1100000,33
Amahl Pellegrino,72,72,1900000,32
Andraž Šporar,72,72,2400000,28
Jakob Jantscher,72,72,1500000,33
Amir Abedzadeh,72,73,1800000,29
Mariano Bíttolo,72,72,1600000,32
Mohammed Dauda,72,77,3500000,24
Randy Nteka,72,79,4700000,24
Nicola Murru,72,73,2500000,27
Marcelo Antônio Guedes Filho,72,72,625000,35
Francisco José Villalba Rodrigo,72,79,4700000,24
Ronwen Williams,72,72,1600000,30
Sergio Postigo Redondo,72,72,1100000,33
Felipe Aguilar,72,72,2000000,29
Irvin Cardona,72,76,3400000,24
Ivica Ivušić,72,76,0,27
Gerardo Arteaga,72,79,4500000,23
Modibo Sagnan,72,81,4900000,23
Franko Andrijašević,72,72,2000000,31
Daniel Pedro Calvo Sanromán,72,74,2400000,28
Gonzalo Castro,72,72,750000,37
Erick Cabaco,72,75,2700000,27
César De La Hoz López,72,72,2000000,30
Ivan Ricardo Cavaleiro,72,72,2400000,28
Manuel Prietl,72,72,2000000,30
Josip Drmić,72,72,2300000,29
Nathanaël Mbuku,72,82,5000000,20
Anthony Rouault,72,84,5500000,21
Caner Erkin,72,72,1200000,33
Théo Valls,72,74,2900000,26
Sergio Otálvaro,72,72,725000,35
Federico Mateos,72,72,2300000,29
Hélton Luiz Celanova Vieira,72,72,2300000,30
Josip Mišić,72,72,2300000,28
Adrián San Miguel Castillo,72,72,250000,35
Luca Caldirola,72,72,1600000,31
Branimir Hrgota,72,72,2300000,29
Javier Báez,72,72,1600000,31
Camillo Ciano,72,72,1900000,32
Jonas Meffert,72,73,2400000,27
Federico Ricci,72,72,2400000,28
Jean Evrard Kouassi,72,72,2500000,27
Diego Zabala,72,72,2300000,30
Young Joon Choi,72,72,2000000,30
Erik Thommy,72,72,2500000,27
Fran Tudor,72,73,2800000,26
Dwight Gayle,72,72,2000000,31
Nicolás Capaldo,72,79,4700000,23
Alessio Zerbin,72,80,5000000,23
Gérson Fábio Noalha Rochela,72,72,2300000,30
Mathias Pereira Lage,72,75,3100000,25
Federico Barba,72,73,2200000,28
Mato Jajalo,72,72,800000,34
Jóhann Berg Guðmundsson,72,72,1900000,31
Keven Schlotterbeck,72,76,2900000,25
Lorenzo Venuti,72,73,2500000,27
Leandro Chichizola,71,71,925000,32
Joe Allen,71,71,1200000,32
Maximilian Ullmann,71,74,2300000,26
Dara O'Shea,71,78,3500000,23
Ado Onaiwu,71,74,2500000,26
Jesús Jiménez Núñez,71,71,1900000,28
Levin Öztunalı,71,72,2200000,26
Ismail Jakobs,71,79,4200000,22
Mads Hermansen,71,80,3600000,21
Hamza Sakhi,71,74,2400000,26
Emir Sahiti,71,75,2700000,23
Simone Scuffet,71,72,1600000,26
Kennedy Boateng,71,77,2600000,25
Fernando Uribe,71,71,900000,34
Abdón Prats Bastidas,71,71,1900000,29
Rafael Wihby Bracali,71,71,210000,41
Ondřej Čelůstka,71,71,900000,33
João Pedro Junqueira de Jesus,71,84,4500000,20
Gastón Olveira,71,72,1400000,29
Lukáš Juliš,71,71,2000000,27
Erhan Mašović,71,76,2600000,23
Mauro Guilherme Ribeiro Rangel,71,71,1800000,30
Francesco Vicari,71,73,2000000,27
Jonás Ramalho Chimeno,71,71,1600000,29
Édson Felipe da Cruz,71,71,1300000,31
Erik Pieters,71,71,975000,33
Alfredo Aguilar,71,71,600000,33
Henry Kessler,71,76,2600000,24
Carleto Adilson Costinha Caldeira,71,71,1800000,30
Reinaldo Lenis,71,71,1800000,29
Ryan Manning,71,73,2100000,26
Ezequiel Cerutti,71,71,1800000,30
Abdullah Al Mayoof,71,71,210000,35
Víctor Camarasa Ferrando,71,71,1900000,28
Ao Tanaka,71,76,2600000,23
César Falletti,71,71,1800000,29
Max Meyer,71,72,2200000,26
Leandro Fernández,71,71,1600000,31
Callum Robinson,71,71,2000000,27
Alfredo Kulembe Ribeiro,71,71,1500000,32
Davide Diaw,71,71,1800000,30
Antonio Moya Vega,71,78,3700000,24
Daniel Bocanegra,71,71,500000,35
Patric Pfeiffer,71,77,2700000,22
Rafik Guitane,71,79,4200000,23
Luíz Carlos Martins Moreira,71,71,600000,36
Clément Michelin,71,73,2200000,25
John Guidetti,71,71,1800000,30
Hidde ter Avest,71,75,2400000,25
Lamine Gueye,71,75,2700000,24
Jordi Martins Almeida,71,72,1500000,28
Siebe Van der Heyden,71,76,2600000,24
Jakub Kiwior,71,78,3500000,22
João Othávio Basso,71,76,2500000,25
Anfernee Dijksteel,71,75,2300000,25
Sebastián Pérez,71,71,1000000,31
Ezequiel Bullaude,71,80,4200000,21
Daniel Barlaser,71,75,2400000,25
Ardian Ismajli,71,74,2200000,25
Bartosz Białkowski,71,71,325000,34
Leo Štulac,71,73,2000000,27
Jorge Filipe Oliveira Fernandes,71,75,2300000,25
Ricardo Ryller Ribeiro Lino Silva,71,71,1600000,28
Julian Börner,71,71,1300000,31
Linpeng Zhang,71,71,900000,33
Bernardo Joshua Mota Damasco,71,71,1600000,30
Andrés Ricaurte,71,71,1800000,30
Dejan Joveljić,71,78,3800000,22
Nazareno Colombo,71,81,3900000,23
Albert Vallci,71,72,2000000,26
Jake Livermore,71,71,1200000,32
Guilherme Magro Pires Ramos,71,76,2600000,24
Benjamín Rollheiser,71,77,3000000,22
Andile Jali,71,71,1200000,32
Steve Clark,71,71,210000,36
Luciano Pons,71,71,1500000,32
Marnon Busch,71,71,1800000,27
Joaquín Laso,71,71,1300000,31
Amir Sâyoud,71,71,1600000,31
John Verhoek,71,71,1200000,33
Arnaud Bodart,71,76,2300000,24
Ovie Ejaria,71,76,2800000,24
Timm Klose,71,71,600000,34
Léo Lacroix,71,71,1500000,30
Aníbal Godoy,71,71,1200000,32
Germano Wilson Monico Salvador,71,71,875000,34
Sam Lammers,71,76,2800000,25
Christ Tiéhi,71,75,2400000,24
Bartol Franjic,71,78,3600000,22
Giannis Michailidis,71,79,3900000,22
Dalei Wang,71,71,600000,33
Mark Delgado,71,71,1800000,27
Arnau Martínez López,71,83,4300000,19
Alexandre Rodrigues da Silva,71,71,1500000,32
Simen Juklerød,71,71,1700000,28
Taylan Antalyalı,71,72,1900000,27
George Honeyman,71,71,2000000,27
Oscar Jansson,71,71,1000000,31
Raphael Holzhauser,71,71,1800000,29
Guillermo Burdisso,71,71,900000,33
James Bree,71,75,2500000,24
Santiago Rodríguez,71,81,4200000,22
Moussa Koné,71,75,2600000,25
Ronaldo Augusto Vieira Nan,71,76,2600000,23
Quentin Bernard,71,71,1300000,32
Pascal Testroet,71,71,1600000,31
Max Christiansen,71,74,2200000,25
Vitor Hugo Gomes da Silva,71,71,875000,34
Issa Kaboré,71,82,4000000,21
Vincent Le Goff,71,71,1300000,32
Majeed Ashimeru,71,76,2800000,24
Jackson Muleka,71,80,4200000,22
Nicolas Jackson,71,81,4200000,21
Daniel Sundgren,71,71,0,31
Anto Grgić,71,75,2600000,25
Olimpiu Moruțan,71,77,3000000,23
Jonny Howson,71,71,650000,34
Sorba Thomas,71,76,2800000,23
Bakaye Dibassy,71,71,1200000,32
José Manuel Rodríguez Benito,71,71,1500000,30
Finn Dahmen,71,79,3600000,24
Knowledge Musona,71,71,1500000,32
Raffaele Pucino,71,71,1400000,31
Alfredo Morales,71,71,1200000,32
Brandon Bye,71,74,2300000,26
Manuel Reina Rodríguez,71,71,210000,37
Jakub Hromada,71,72,2000000,26
Nilson Rafael Vilela de Brito,71,71,900000,34
Olivier Ntcham,71,72,2200000,26
Kevin Müller,71,71,1000000,31
Strahinja Pavlović,71,82,3900000,21
Dion Lopy,71,79,4099999,20
Josué Estrada,71,74,2300000,25
Carlos Quintana,71,71,600000,34
Dagoberto Josué Pinho Parrela,71,71,1900000,26
Mathew Leckie,71,71,1600000,31
Bilal Hussein,71,78,3800000,22
Javier Ontiveros Parra,71,74,2600000,24
Mohamed Ali Camara,71,75,2400000,24
Omar El Kaddouri,71,71,1500000,31
Maxime Colin,71,71,1600000,30
Muhammet Demir,71,71,1800000,30
Max Besuschkow,71,75,2600000,25
Benedikt Zech,71,71,1300000,31
Gojko Cimirot,71,71,1600000,29
Zinho Gano,71,71,1900000,28
Jérôme Gondorf,71,71,875000,34
Rúben Miguel Santos Fernandes,71,71,325000,36
Luisinho Lúcio Conradi Andrade,71,71,2000000,22
Alejandro Hohberg,71,71,1800000,30
Lazare Amani,71,75,2700000,24
Patrik Wålemark,71,82,4099999,20
Matt Crooks,71,71,1900000,28
David Douděra,71,76,2600000,24
Antolín Alcáraz,71,71,325000,39
Berkay Özcan,71,78,3700000,24
Roque Santa Cruz,71,71,0,40
Edson Gérson Torres Guerra,71,71,1900000,26
Martin Linnes,71,71,1600000,30
Jodel Dossou,71,71,1800000,30
Mamadou Sylla,71,71,1900000,28
Joher Khadim Rassoul,71,74,2300000,26
Jeremy Ebobisse,71,75,2600000,25
Jan Mejdr,71,72,2000000,27
Amilton Minervino da Silva,71,71,1500000,32
Cryzan Queiroz Barcelos,71,71,2100000,25
André Filipe Cunha Vidigal,71,77,3000000,23
Xuepeng Li,71,71,975000,33
Sebastian Andersson,71,71,1800000,30
Mikkel Desler,71,72,2000000,27
Brede Mathias Moe,71,71,1500000,30
Robert Gumny,71,76,2600000,24
Franck Boli,71,71,1900000,28
Farouk Chafaï,71,71,1200000,32
Emil Riis,71,75,2700000,24
Sergi Cardona Bermúdez,71,80,4000000,22
Tomáš Suslov,71,80,4099999,20
Sergio Ruiz Alonso,71,73,2000000,27
Moritz Heyer,71,72,2000000,27
Tom Krauß,71,79,4200000,21
Leonardo Morales,71,71,1300000,31
Shane Long,71,71,800000,35
Phillip Tietz,71,75,2700000,24
Antonio Sivera Salvá,71,75,2000000,25
Carlos Sierra,71,71,1500000,31
Halil İbrahim Dervişoğlu,71,78,3800000,22
Jamal Lowe,71,71,2000000,27
Roman Neustädter,71,71,600000,34
Lorenzo Lucca,71,82,4200000,21
Miloš Pantović,71,73,2400000,25
Marvin Ekpiteta,71,74,2200000,26
Emiliano Méndez,71,71,925000,33
Wiliam Carlos Santoso Sampaio,71,74,1900000,26
Dayne St. Clair,71,77,2300000,25
Yoann Barbet,71,71,1600000,29
Marco Meyerhöfer,71,72,2000000,26
Daniel Ginczek,71,71,1600000,31
Fabian Reese,71,74,2600000,24
Largie Ramazani,71,81,4200000,21
Oliver Kragl,71,71,1500000,32
Wagner Mauro Orsi Vasquez,71,71,2000000,22
Koji Miyoshi,71,74,2500000,25
Riccieli da Silva Júnior,71,80,3900000,23
Tobias Salquist,71,73,2000000,27
Sacha Boey,71,76,2700000,21
Adam Karabec,71,84,4400000,18
Blerim Džemaili,71,71,600000,36
Víctor Salazar,71,71,1600000,29
Brecht Dejaegere,71,71,1500000,31
Kamil Glik,71,71,600000,34
Kristof D'Haene,71,71,1300000,32
David Pavelka,71,71,1300000,31
Emrah Başsan,71,71,1800000,30
Adrián Guto Negrão Bastos,71,71,2000000,26
Anderson Lucoqui,71,74,2400000,24
Gabriel Fuentes,71,76,2600000,25
Andrea Colpani,71,79,4099999,23
Lautaro Morales,71,81,3600000,22
Markus Henriksen,71,71,1600000,29
Jessy Deminguet,71,77,2900000,24
Jorge Pietro Carvalho Porfírio,71,71,1800000,26
Georges Mikautadze,71,81,4200000,21
Jake Bidwell,71,71,1600000,29
Ethan Horvath,71,74,1800000,27
Anthony Ralston,71,78,3600000,23
Sebastian Griesbeck,71,71,1300000,31
Jonathan Ring,71,71,1800000,30
Marcos Bolados,71,72,2200000,26
Viktor Kovalenko,71,73,2300000,26
Alex Alessandro Freitas Conceição,71,71,2000000,22
Jan Paul van Hecke,71,80,3900000,22
Sam Clucas,71,71,1500000,31
Craig Halkett,71,73,2000000,27
Myziane Maolida,71,76,2800000,23
Jure Balkovec,71,71,1800000,27
Gianluca Gaetano,71,79,4200000,22
Matt O'Riley,71,80,4200000,21
František Plach,71,71,1200000,30
Sander van de Streek,71,71,1800000,29
Jordi Mboula Queralt,71,80,4200000,23
Leandro Benegas,71,71,1200000,33
Luis González,71,71,1600000,31
Juan Pedro Ramírez López,71,71,1300000,31
Florent Hadergjonaj,71,71,1800000,27
Raoul Petretta,71,75,2400000,25
Mark-Anthony Kaye,71,72,2100000,27
Martín Payero,71,78,3700000,23
Mujaid Sadick Aliu,71,82,3900000,22
Elbasan Rashani,71,71,1800000,29
Jonson Clarke-Harris,71,71,2000000,27
Tudor Băluță,71,75,2400000,23
Artur Ioniță,71,71,1500000,31
Ryan Nyambe,71,75,2500000,24
Cristian Vega,71,71,1600000,28
Luiz Fernando da Silva Monte,71,71,1600000,31
Hakan Arslan,71,71,1200000,33
Manolis Saliakas,71,74,2300000,25
Jairo Ralph Resende dos Santos,71,71,2200000,22
Elias Cobbaut,71,76,2600000,24
Petar Bočkaj,71,73,2200000,25
Jessé Martin Ledeiro Serra,71,71,2200000,22
Jakub Kamiński,71,83,4500000,20
Rareș Ilie,71,83,4400000,19
Semi Ajayi,71,72,1800000,28
Tim Kleindienst,71,71,2100000,26
Elio Capradossi,71,73,2000000,26
Kristian Pedersen,71,71,1800000,27
Iñigo Vicente Elorduy,71,77,3000000,24
Marcin Kamiński,71,71,1500000,30
Yakou Méïté,71,74,2500000,26
Jony Allison Reitosa Ribeiro,71,71,1600000,30
Asier Villalibre Molina,71,78,3800000,24
Milan Pavkov,71,71,1900000,28
Scott Malone,71,71,1400000,31
Enrique González Casín,71,71,1500000,32
Tom Trybull,71,71,1600000,29
Fabiano Parisi,71,83,4400000,21
Saud Abdulhamid,71,77,2800000,22
Mykyta Burda,71,72,1900000,27
Marc Martínez Aranda,71,71,925000,32
Diego González Polanco,71,74,2100000,27
Birama Touré,71,71,1600000,30
Matúš Bero,71,72,2200000,26
Khalid Eissa,71,71,925000,32
Hernán De La Fuente,71,75,2400000,25
Michele Collocolo,71,79,4000000,22
Mert Çetin,71,77,2600000,25
Ryan Mmaee,71,75,2600000,25
Guillermo Ortíz,71,71,1600000,29
Philipp Klement,71,71,1800000,29
Jeff Hendrick,71,71,1800000,30
Filip Kaša,71,71,1600000,28
Marcello Falzerano,71,71,1600000,31
Pape Matar Sarr,71,82,4000000,19
Daniel João Santos Candeias,71,71,875000,34
Federico Macheda,71,71,1800000,30
Yan Valery,71,79,4000000,23
Dalbert Chagas Estevão,71,71,1700000,28
Edmilson Dove,71,71,1800000,27
Saúl Berjón Pérez,71,71,600000,36
Cristian Dájome,71,71,1900000,28
Murilo Henrique Pereira Rocha,71,71,2000000,27
Caleb Okoli,71,81,3800000,20
Anthony Briançon,71,72,1900000,27
Adam Bareiro,71,74,2500000,25
Nicolás Peranic,71,71,210000,37
Mathieu Maertens,71,72,2200000,27
Hernâni Jorge Santos Fortes,71,71,1800000,30
Pedro Miguel Martins Santos,71,71,700000,34
Fernando Niño Rodríguez,71,80,4200000,21
João Pedro da Costa Gamboa,71,75,2400000,25
Patrik Carlgren,71,71,1200000,30
Daniel Boloca,71,78,3700000,23
Ousmane Doumbia,71,71,1600000,30
Marcelo Emanuel Morais Silva,71,71,600000,34
Ailton Nuno Cardenhas Macedo,71,71,1600000,22
Agustín Rogel,71,78,3500000,24
Josha Vagnoman,71,79,4000000,21
Nikola Maksimović,71,71,1500000,30
Martin Fraisl,71,73,1600000,29
Julian Justvan,71,75,2700000,24
Mateo Carabajal,71,77,2600000,25
Aden Flint,71,71,1200000,32
Fashion Sakala,71,74,2500000,25
Sebastian Holmén,71,71,1500000,30
Tim Skarke,71,72,2200000,25
Thierry Ambrose,71,75,2600000,25
William Troost-Ekong,71,71,1600000,28
Simone Bastoni,71,73,2300000,25
Alexander Jeremejeff,71,71,1900000,28
Stefan Johansen,71,71,1500000,31
Mitchell Langerak,71,71,0,33
Sebastian De Maio,71,71,500000,35
Anuar Mohamed Tuhami,71,72,2100000,27
Bismark Adjei-Boateng,71,71,1600000,28
Dario Špikić,71,76,2800000,23
Alfreð Finnbogason,71,71,1200000,33
Sebastian Kerk,71,71,1900000,28
Saidy Janko,71,72,2000000,26
Guilherme Schettine Guimarães,71,72,2200000,26
Joseph Paintsil,71,76,2800000,24
Diego Braghieri,71,71,500000,35
Luca Pfeiffer,71,73,2400000,25
Danilo Pereira Da Silva,71,76,2900000,23
Jonas Lössl,71,71,600000,33
Sam Surridge,71,77,3000000,23
Alexis Flips,71,78,3800000,22
Pedro Miguel Cunha Sá,71,71,1600000,28
Mads Pedersen,71,72,2200000,25
Sven van Beek,71,71,1700000,27
Kenneth Omeruo,71,73,1900000,28
Uwe Hünemeier,71,71,325000,36
Tommy Smith,71,71,1600000,30
Erik Morán Arribas,71,71,1300000,31
Kyle Duncan,71,75,2500000,24
Alexis Blin,71,75,2400000,25
Ahmad Benali,71,71,1800000,30
Antonio Caracciolo,71,71,1200000,32
Vivaldo Neto,71,74,2300000,25
Eren Derdiyok,71,71,900000,34
Cláudio Winck Neto,71,71,1700000,28
Edimilson Fernandes,71,73,2300000,26
Yan Bueno Couto,71,79,4099999,20
Juan David Ríos,71,71,1600000,30
Luca de la Torre,71,77,2900000,24
Rasmus Schüller,71,71,1300000,31
Kamil Çörekçi,71,71,1600000,30
Cristian Ganea,71,71,1600000,30
Luis Iberico,71,77,3000000,24
Márton Dárdai,71,82,3800000,20
Oualid El Hajjam,71,71,1300000,31
Lars Veldwijk,71,71,1800000,30
Enzo Loiodice,71,83,4400000,21
Gerard Valentín Sancho,71,71,1900000,28
Alexandre Mendy,71,71,1900000,28
Norman Theuerkauf,71,71,525000,35
Sepp van den Berg,71,81,3800000,20
Philipp Pentke,71,71,210000,37
Matthieu Dreyer,71,71,600000,33
Felipe Gutiérrez,71,71,1500000,31
