Full Name,Overall,Potential,Value(in Euro),Age,Height(in cm),Weight(in kg),Pace Total,Shooting Total,Dribbling Total
Bertrand Traoré,76,76,8000000,26,181,73,77,72,81
Paulo Otávio Rosa da Silva,76,76,7000000,27,174,68,88,55,77
Andreas Hugo Hoelgebaum Pereira,76,79,10000000,26,177,70,76,74,78
Johan Gastien,76,76,2600000,34,179,69,50,63,72
Florent Mollet,76,76,7000000,30,174,68,70,75,78
Eugenio Mena,76,76,3900000,33,173,74,80,52,73
André Ramalho Silva,76,76,6000000,30,182,78,50,59,66
Ahmed Hegazi,76,76,5000000,31,193,88,46,20,55
Casper Nielsen,76,76,7500000,28,182,76,72,71,74
Joe Hart,76,76,825000,35,196,91,72,76,77
Morgan Sanson,76,76,8000000,27,180,73,69,73,75
Guillermo Fernández,76,76,7000000,30,178,75,71,67,76
Daniele Rugani,76,77,7500000,27,190,84,55,40,63
Danilo Cataldi,76,77,7500000,27,180,70,72,71,76
Mohamed Elneny,76,76,6500000,29,179,72,56,63,70
Neal Maupay,76,78,9500000,25,173,69,74,77,73
Przemyslaw Frankowski,76,77,8000000,27,175,70,92,70,74
Roberto Gagliardini,76,76,6500000,28,188,77,53,63,73
Brandon Mechele,76,77,7000000,29,190,79,59,38,54
Dominik Kohr,76,77,7000000,28,183,80,80,62,71
Ricardo Sousa Esgaio,76,76,6500000,29,172,73,69,66,76
Hugo Ekitike,76,85,16500000,20,189,70,74,75,76
Andriy Pyatov,76,76,825000,38,190,90,73,69,75
Renato Steffen,76,76,7000000,30,170,72,85,71,79
Franck Ribéry,76,76,2600000,39,170,72,63,71,82
Diego da Silva Costa,76,76,4800000,33,186,84,66,77,72
Kristijan Jakic,76,79,9000000,25,181,75,64,62,69
Lucas Biglia,76,76,1500000,36,178,63,33,64,77
João Victor da Silva Marcelino,76,84,15500000,23,187,80,78,50,57
Castello Lukeba,76,86,15000000,19,184,73,73,43,70
Rodolfo Cota,76,76,0,34,183,86,75,70,79
Ömer Toprak,76,76,4900000,32,186,83,68,39,67
Maxi Moralez,76,76,3100000,35,158,56,68,71,78
Simon Terodde,76,76,3600000,34,192,83,58,78,67
Víctor David Díaz Miguel,76,76,2400000,34,184,72,70,56,66
Mamadou Sakho,76,76,4900000,32,187,83,40,35,55
Max-Alain Gradel,76,76,3500000,34,175,70,78,77,79
Séamus Coleman,76,76,3900000,33,177,77,65,65,76
Ivan Ilic,76,86,17000000,21,187,75,76,71,78
Radja Nainggolan,76,76,3500000,34,177,89,68,79,74
Fraser Forster,76,76,1300000,34,201,93,76,72,81
Ruud Vormer,76,76,3500000,34,178,79,50,75,70
Fabio Quagliarella,76,76,2600000,39,180,79,61,80,78
Radamel Falcao García Zarate,76,76,2600000,36,177,72,51,77,74
Lorenzo De Silvestri,76,76,2800000,34,186,84,72,67,73
Tim Krul,76,76,1300000,34,188,74,75,73,79
Yeimar Gómez Andrade,76,76,6000000,30,187,92,63,33,57
Héctor Moreno,76,76,0,34,186,75,55,49,61
Juan Manuel Mata García,76,76,3500000,34,170,63,49,71,79
Stefano Okaka,76,76,6000000,32,186,90,62,75,70
Miguel Luís Pinto Veloso,76,76,2400000,36,180,79,44,70,76
Vedat Muriqi,75,75,6000000,28,194,86,50,75,68
Craig Goodwin,75,75,5500000,30,180,72,84,70,74
Heinz Lindner,75,75,3000000,31,188,82,78,71,77
Jamaal Lascelles,75,76,5500000,28,188,83,41,35,53
Jeffrey Gouweleeuw,75,75,4600000,30,188,83,69,58,64
Florian Kainz,75,75,5500000,29,176,71,67,74,77
Daniel Caligiuri,75,75,2600000,34,182,80,71,71,73
Aihen Muñoz Capellán,75,80,8000000,24,175,68,76,54,73
Joel Graterol,75,81,7000000,25,176,82,75,72,76
Michal Sadílek,75,80,8000000,23,169,65,73,61,73
Marko Pjaca,75,76,6500000,27,186,83,77,69,81
Ignacio Vidal Miralles,75,76,6000000,27,180,75,75,56,69
Bruno Xavier Almeida Costa,75,79,8000000,25,174,68,67,72,75
José Pedro Fuenzalida,75,75,1800000,37,170,66,80,65,78
Peter Olayinka,75,76,6500000,26,188,77,84,69,73
Benno Schmitz,75,75,5500000,27,182,75,61,50,70
Simon Banza,75,78,7500000,25,189,77,69,74,74
Dorukhan Toköz,75,78,7500000,26,180,75,72,68,75
Josuha Guilavogui,75,75,3900000,31,188,77,68,59,65
Eduardo Expósito Jaén,75,78,7500000,25,178,68,64,73,75
Tino Livramento,75,85,11500000,19,181,71,83,47,74
Jefferson Lerma,75,75,5500000,27,179,70,70,64,72
Marek Rodák,75,80,6500000,25,194,81,76,71,76
Sebastiaan Bornauw,75,81,8000000,23,191,83,75,45,56
Fernando Martínez Rubio,75,75,2800000,32,185,85,75,73,76
Omar Colley,75,75,4700000,29,191,87,65,31,54
Charlie Taylor,75,75,5000000,28,185,70,69,52,72
Nicolas Höfler,75,75,3700000,32,181,79,62,47,68
Sven Ulreich,75,75,1800000,33,192,87,75,69,79
Dejon Cockburn,75,75,6000000,27,178,79,69,78,76
Bartlomiej Dragowski,75,78,6000000,24,188,74,78,72,76
Cristian Guanca,75,75,5500000,29,175,72,76,74,75
Álvaro Aguado Méndez,75,78,7500000,26,175,71,75,70,74
Pedro Filipe Barbosa Moreira,75,75,5500000,29,170,65,77,71,77
Kortney Hause,75,77,6000000,26,191,77,59,45,59
Valentino Lazaro,75,76,6000000,26,180,75,78,69,76
Petar Stojanovic,75,78,7000000,26,178,72,79,51,71
Samuele Birindelli,75,83,12000000,22,175,70,84,49,72
Leonel Miranda,75,75,5500000,28,173,70,76,67,76
Karim Adeyemi,75,87,13500000,20,177,75,93,76,78
Rubén Salvador Pérez del Mármol,75,75,2800000,33,178,72,50,63,65
Rodrigo Ely,75,75,4800000,28,188,83,48,31,53
Tom O'Brien,75,78,5500000,27,186,85,77,74,78
Stefan Bell,75,75,4600000,30,192,88,45,38,49
Andreas Cornelius,75,75,5500000,29,193,91,64,76,63
Felix Uduokhai,75,79,7000000,24,193,89,67,39,59
Mady Camara,75,80,8000000,25,182,80,76,74,74
Iván Marcano Sierra,75,75,1500000,35,190,78,50,46,58
Ozzie Kukoc,75,82,11500000,22,174,61,80,61,75
Jesus Fabrício Andrade Simões,75,75,4800000,30,177,73,71,46,73
Jimmy Cabot,75,75,5500000,28,164,64,88,67,78
Rubens Jairo Freitosa Costa,75,75,1800000,38,174,75,64,64,71
Marcos Paulo Mesquita Lopes,75,76,6500000,26,174,68,77,72,78
Lewis Morgan,75,77,7000000,25,178,75,85,73,75
Bernard Anício Caldeira Duarte,75,75,5500000,29,164,60,79,67,81
Alberth Elis,75,78,7500000,26,183,77,91,72,75
Ugo Babatunde,75,75,4600000,30,186,95,65,39,56
Aaron Hickey,75,85,12000000,20,175,72,77,55,73
Iddrisu Baba,75,80,7500000,26,185,73,63,50,64
Tariq Lamptey,75,83,12000000,21,163,62,87,44,76
Noah Okafor,75,83,12500000,22,185,85,93,73,75
Enzo Le Fée,75,82,11500000,22,170,58,59,54,78
Jérémy Doku,75,85,12500000,20,173,77,91,65,80
Francisco José García Torres,75,83,12000000,22,167,69,89,49,76
Aihen Muñoz Capellán,75,80,8000000,24,175,68,76,54,73
Amos Pieper,75,79,7000000,24,191,84,65,32,55
Odilon Kossounou,75,84,12000000,21,191,81,74,32,66
Robert Rojas,75,76,6000000,26,176,75,80,56,66
Jacob Ramsey,75,85,12500000,21,180,72,75,74,78
Alex Král,75,80,8000000,24,186,76,71,70,75
Petr evcík,75,75,5500000,28,172,66,74,70,77
Francisco José Navarro Aliaga,75,80,8500000,24,179,71,68,75,72
Agustín Palavecino,75,76,6500000,25,179,74,77,72,79
Jon Moncayola Tollar,75,81,9000000,24,189,86,62,65,71
Nathan Collins,75,82,10500000,21,193,81,71,30,61
Aaron Hickey,75,85,12000000,20,175,72,77,55,73
Joel Graterol,75,81,7000000,25,176,82,75,72,76
Jean Lucas de Souza Oliveira,75,80,8500000,24,181,78,74,69,75
Brennan Johnson,75,85,12500000,21,181,71,88,72,76
Samuel Dias Lino,75,83,12500000,22,178,66,81,71,76
Karim Adeyemi,75,87,13500000,20,177,75,93,76,78
Daniel Santos Bragança,75,84,12500000,23,178,71,80,66,81
Alan Velasco,75,85,12000000,19,167,63,83,68,81
Tiago Emanuel Embaló Djaló,75,82,10500000,22,190,82,81,42,63
Luka Ivanuec,75,82,11500000,23,175,76,82,70,81
Matías Viña,75,78,7000000,24,181,70,81,62,74
Luká Provod,75,80,8000000,25,189,84,75,74,76
Luke Thomas,75,80,8000000,21,177,68,75,42,71
Mykhailo Mudryk,75,85,12500000,21,175,61,88,65,79
Vítor Tormena de Farias,75,78,6500000,26,192,84,53,36,60
Silas Katompa Mvumpa,75,82,11500000,23,189,82,87,71,80
Teddy Teuma,75,75,5500000,28,176,73,68,73,75
Sebastiaan Bornauw,75,81,8000000,23,191,83,75,45,56
Ricard Puig Martí,75,83,12500000,22,169,56,65,64,80
Leonardo Balerdi,75,81,8000000,23,187,76,68,36,64
Anthony Gordon,75,84,12500000,21,182,74,80,69,75
Bryan Mbeumo,75,81,9000000,22,171,75,81,73,76
Loïs Openda,75,83,12500000,22,174,78,93,73,74
Yacine Adli,75,82,11500000,21,186,78,66,70,75
Djed Spence,75,84,12000000,21,184,71,89,43,74
Andriy Lunin,75,84,11000000,23,192,87,74,71,76
Daniel-Kofi Kyereh,75,78,7500000,26,179,73,81,72,80
Nehuén Pérez,75,82,10500000,22,186,75,57,25,51
Uro Racic,75,80,8500000,24,193,81,62,73,72
Georgiy Bushchan,75,78,5000000,28,196,84,76,65,78
Jesper Lindstrøm,75,84,12500000,22,182,66,87,70,78
Léandre Tawamba,75,75,4600000,32,189,95,64,75,70
Pavel Bucha,75,79,8000000,24,177,73,71,71,76
Bruno Xavier Almeida Costa,75,79,8000000,25,174,68,67,72,75
Santiago Giménez,75,84,12500000,21,182,69,74,76,71
Michal Sadílek,75,80,8000000,23,169,65,73,61,73
Toma Baic,75,80,8000000,25,190,82,59,66,73
Ersin Destanoglu,75,81,7500000,21,195,88,75,74,75
Marash Kumbulla,75,82,10500000,22,191,78,49,32,56
Pietro Beruatto,75,81,8500000,23,184,78,70,43,65
Kyogo Furuhashi,75,75,6000000,27,170,63,87,75,73
Carlos Cáceda,75,75,3700000,30,185,78,75,75,78
Georginio Rutter,75,85,12500000,20,182,83,77,74,77
Jon Moncayola Tollar,75,81,9000000,24,189,86,62,65,71
Michael Ngadeu,75,75,3800000,31,190,87,60,44,61
Orel Mangala,75,80,8500000,24,178,80,64,54,82
Francisco Pizzini,75,75,5500000,28,178,75,80,69,78
Jonas Martin,75,75,4400000,32,184,77,58,67,75
Dimitrios Pelkas,75,75,5500000,28,175,73,77,69,77
Luca Waldschmidt,75,78,7500000,26,181,74,68,78,76
Alberto Brignoli,75,75,3700000,30,187,74,74,73,77
Tarek Hamed,75,75,2800000,33,169,67,62,58,69
Unai López Cabrera,75,78,7500000,26,170,69,71,70,76
Adam Buksa,75,77,7000000,25,191,77,67,74,70
Álvaro González Soberón,75,75,3600000,32,182,75,59,34,55
Anthony Lozano,75,75,5500000,29,185,74,79,75,71
Stefan Posch,75,79,7000000,25,189,82,75,29,45
Djordje Mihailovic,75,81,9000000,23,178,69,72,70,76
Samuel Castillejo Azuaga,75,75,6000000,27,182,67,79,67,80
Jean-Louis Leca,75,75,625000,36,180,75,75,72,77
Silas Katompa Mvumpa,75,82,11500000,23,189,82,87,71,80
André Ayew,75,75,0,32,176,72,69,76,77
Cristian Lema,75,75,3600000,32,191,93,35,53,41
José María Callejón Bueno,75,75,2300000,35,178,73,75,72,77
Oscar Dorley,75,81,8500000,23,174,66,83,55,76
Jordan Lotomba,75,79,7500000,23,177,71,79,48,73
Malang Sarr,75,79,7000000,23,182,75,67,52,65
Perr Schuurs,75,82,10500000,22,191,79,66,64,66
José Ángel Valdés Díaz,75,75,3900000,32,182,77,64,54,70
Salvador Sevilla López,75,75,1100000,38,180,71,37,72,71
Daniel Clayton Fachini Lobato,75,75,1900000,34,169,68,66,43,69
Ko Itakura,75,80,7500000,25,188,74,74,45,67
Jean-Ricner Bellegarde,75,80,8500000,24,172,70,78,62,76
Borja González Tomás,75,75,5500000,29,186,83,49,77,66
Will Hughes,75,76,6500000,27,185,74,48,64,76
Viktor Claesson,75,75,5500000,30,183,79,74,72,75
Sergio Escudero Palomo,75,75,3900000,32,176,72,67,63,70
Joshua Eduardo Sá Madeira,75,75,5500000,26,182,81,73,44,65
Julien De Sart,75,76,6500000,27,187,72,47,72,70
Lucas Janson,75,75,6000000,27,171,67,84,72,79
Lucas Tousart,75,80,7500000,25,185,83,63,53,66
Jean-Philippe Gbamin,75,75,5500000,26,186,83,72,56,72
Christian Cueva,75,75,5500000,30,168,61,75,69,78
Nathan Collins,75,82,10500000,21,193,81,71,30,61
Calum Chambers,75,76,5500000,27,182,77,65,56,68
Harrison Reed,75,77,6000000,27,175,72,69,57,70
Enrique García Martínez,75,75,4600000,32,186,79,57,76,73
Marvin Ducksch,75,75,6000000,28,188,79,70,76,69
Maximilian Wittek,75,76,6000000,26,173,70,78,68,73
Dimitri Foulquier,75,75,4900000,29,183,78,76,63,71
Tiago Emanuel Embaló Djaló,75,82,10500000,22,190,82,81,42,63
Benoît Costil,75,75,950000,34,187,82,73,74,75
Bafétimbi Gomis,75,75,1900000,36,184,86,33,80,67
Yacine Adli,75,82,11500000,21,186,78,66,70,75
Uílson de Souza Paula Júnior,75,75,2900000,33,172,67,80,58,75
Gabriel Tadeu Strefezza Rebelato,75,78,7500000,25,168,65,82,64,77
Uriel Antuna,75,77,0,24,174,59,91,72,78
Elseid Hysaj,75,75,5000000,28,182,70,75,51,72
Ibrahima Sissoko,75,79,8000000,24,193,90,62,60,70
Marash Kumbulla,75,82,10500000,22,191,78,49,32,56
Yvon Mvogo,75,78,5000000,28,189,93,75,72,76
Kaíque Osvaldo Castro Rodrigues,75,75,4500000,26,190,88,77,76,73
Asmir Begovic,75,75,625000,35,199,101,75,77,71
Martin Valjent,75,80,7500000,26,187,83,64,36,64
Alberto Moleiro González,75,90,13000000,18,169,67,77,66,78
David Turnbull,75,82,11500000,22,185,75,68,72,74
Santiago Comesaña Veiga,75,81,8000000,25,184,75,59,68,70
Michel Aebischer,75,78,7500000,25,183,74,71,65,75
Anthony Caci,75,80,7500000,25,185,76,69,52,67
Eduard Atuesta,75,82,0,25,180,71,63,58,76
Aarón Martín Caricol,75,78,7000000,25,178,70,61,47,75
Alberth Elis,75,78,7500000,26,183,77,91,72,75
Alam Cristian Lindeiro Couto,75,75,5500000,26,181,70,72,42,70
Morgan Gibbs-White,75,83,12500000,22,178,70,76,70,76
Gabriel Tadeu Strefezza Rebelato,75,78,7500000,25,168,65,82,64,77
Ryan Sessegnon,75,83,12000000,22,178,70,82,65,77
Pol Mikel Lirola Kosok,75,80,8000000,24,183,70,75,62,73
Andrea Pinamonti,75,80,8500000,23,188,72,74,77,71
Michele Di Gregorio,75,80,7000000,24,187,81,77,74,78
Guus Til,75,78,7500000,24,186,78,69,75,72
Juan Camilo Hernández Suárez,75,80,8500000,23,176,73,82,75,73
Victor Nelsson,75,81,8000000,23,185,78,71,43,64
Dennis Geiger,75,80,8500000,24,173,67,53,53,79
Jean-Ricner Bellegarde,75,80,8500000,24,172,70,78,62,76
Malang Sarr,75,79,7000000,23,182,75,67,52,65
Jhon Mosquera,75,75,4500000,32,185,72,78,70,75
Pedro Filipe Barbosa Moreira,75,75,5500000,29,170,65,77,71,77
Dimitri Liénard,75,75,2100000,34,181,77,53,70,73
Jean Paulo Fernandes Filho,75,78,5500000,26,188,97,74,75,78
Antonio Martínez López,75,80,8500000,25,187,84,69,76,72
Yoane Wissa,75,76,6500000,25,176,74,86,74,76
Jordan Lotomba,75,79,7500000,23,177,71,79,48,73
Domilson Cordeiro dos Santos,75,84,12000000,23,166,68,88,59,77
Samuele Birindelli,75,83,12000000,22,175,70,84,49,72
Joe Willock,75,84,12500000,22,179,71,76,72,77
James McArthur,75,75,1900000,34,178,66,52,67,72
Masaya Okugawa,75,77,7000000,26,177,62,80,66,80
Robin Olsen,75,75,2800000,32,198,89,76,74,75
Cesar Fernando Silva Melo,75,75,4500000,32,177,74,81,76,75
Perr Schuurs,75,82,10500000,22,191,79,66,64,66
Mohamed Bayo,75,80,8500000,24,188,76,70,76,73
Jawad El Yamiq,75,75,4600000,30,193,80,86,48,62
David Martínez,75,78,7000000,24,182,76,79,54,66
Héctor Junior Firpo Adamés,75,78,7000000,25,184,78,75,62,71
Youcef Atal,75,78,7000000,26,175,66,88,67,79
Carles Pérez Sayol,75,78,7500000,24,173,75,80,73,79
Paulo Henrique Sampaio Filho,75,81,9000000,21,177,80,85,68,81
Eldor Shomurodov,75,76,6500000,27,190,76,82,74,75
Myron Boadu,75,83,12500000,21,183,67,88,74,76
Kai Wagner,75,79,7000000,25,182,78,78,48,69
Kiernan Dewsbury-Hall,75,80,8500000,23,177,70,66,64,75
Mitchel Bakker,75,81,8500000,22,185,87,85,53,71
Wilson Miguéis Manafá Jancó,75,75,5500000,27,175,72,85,58,72
Ethan Pinnock,75,75,4700000,29,194,79,67,37,61
Rodrigo Nascimento França,75,78,6500000,26,191,79,49,33,49
Ruben Vargas,75,81,9000000,23,179,68,89,69,79
Michael Richard Delgado de Oliveira,75,76,6500000,26,166,61,84,70,83
Ignacio Vidal Miralles,75,76,6000000,27,180,75,75,56,69
Uriel Antuna,75,77,0,24,174,59,91,72,78
Kevin Danso,75,80,7500000,23,190,85,79,32,57
Daniel Muñoz,75,76,6000000,26,181,73,78,50,70
Mady Camara,75,80,8000000,25,182,80,76,74,74
Djordje Mihailovic,75,81,9000000,23,178,69,72,70,76
Albert Sambi Lokonga,75,83,12500000,22,183,73,66,58,78
Joshua Eduardo Sá Madeira,75,75,5500000,26,182,81,73,44,65
Ben Brereton Díaz,75,82,11500000,23,188,75,84,73,74
Nicolás González Iglesias,75,85,12500000,20,188,86,66,63,72
Warmed Omari,75,82,10500000,22,188,74,65,34,61
Adrien Truffert,75,84,12000000,20,176,70,73,55,73
Josip utalo,75,84,12000000,22,190,82,78,29,67
Facundo Farías,75,85,12000000,19,171,69,86,72,83
Armando Broja,75,85,12500000,20,191,75,76,74,75
Kamaldeen Sulemana,75,85,12500000,20,175,70,93,69,80
Nicolò Rovella,75,88,13500000,20,179,70,72,61,76
Cristian Roldan,75,75,6000000,27,173,75,74,69,75
Oscar Dorley,75,81,8500000,23,174,66,83,55,76
Melvin Bard,75,82,11000000,21,173,65,76,52,74
Jesús Gallardo,75,75,0,27,176,73,83,67,75
Maximilian Eggestein,75,76,6000000,25,181,75,59,63,73
Alejandro Romero Gamarra,75,75,6000000,27,171,68,81,68,77
Omar Colley,75,75,4700000,29,191,87,65,31,54
Gonçalo Matias Ramos,75,85,12500000,21,185,82,77,73,74
Tiago B. de Melo Tomás,75,82,11000000,20,180,78,87,70,77
Arthur Theate,75,82,10500000,22,185,78,72,40,53
João Mário Neto Lopes,75,84,12000000,22,179,66,86,62,75
Ansgar Knauff,75,83,12500000,20,180,73,87,62,77
Josip Juranovic,75,76,6000000,26,173,68,86,64,74
Nicolas Seiwald,75,84,12500000,21,179,70,73,62,72
Ondrej Lingr,75,80,8500000,23,175,70,79,73,77
Kerem Aktürkoglu,75,81,9000000,23,173,71,84,70,77
Malo Gusto,75,85,11500000,19,179,74,86,49,70
Gabriel Veron Fonseca de Souza,75,87,13500000,19,176,75,84,68,79
Alan Varela,75,85,11500000,20,177,73,70,59,72
Myrto Uzuni,75,75,6000000,27,178,64,83,72,79
Tino Livramento,75,85,11500000,19,181,71,83,47,74
Ale Mandous,75,75,3700000,30,188,85,76,75,77
Ivan Schranz,75,75,5500000,28,185,73,83,75,74
Jakub Peek,75,75,5500000,29,173,66,86,69,77
Takumi Minamino,75,76,6500000,27,174,67,78,74,81
Florian Sotoca,75,75,4800000,31,187,77,74,72,71
Pascoal Simão Muscato Vieira,75,75,4700000,30,177,84,58,68,70
Leôncio Roger Vimieiro Madeira,75,75,5500000,26,168,66,73,52,70
Simão Alvin Donatinho Garcia,75,75,4500000,26,188,82,76,70,75
Enaldo Diogo Barbosa Prazeres,75,75,1200000,38,177,73,70,49,65
Alexandre Jonas Santos Fernandes,75,75,3700000,30,177,74,74,71,76
Jailson Michel Caeiro Meireles,75,75,4800000,30,177,75,70,53,72
Kaíqundo Calado Dimas,75,75,5500000,26,184,77,82,51,71
Estevão Danilo Candeira Inácio,75,75,5500000,26,176,73,77,59,69
Jorgino Silas Ruiz Prestes,75,75,4700000,30,178,75,70,57,74
Lucas Tousart,75,80,7500000,25,185,83,63,53,66
Cristian Also Laranjeiro Sá,75,75,4600000,30,185,85,70,54,64
Kaíque Osvaldo Castro Rodrigues,75,75,4500000,26,190,88,77,76,73
Daniel Clayton Fachini Lobato,75,75,1900000,34,169,68,66,43,69
Jesus Fabrício Andrade Simões,75,75,4800000,30,177,73,71,46,73
Rubens Jairo Freitosa Costa,75,75,1800000,38,174,75,64,64,71
Davi Alexandre Parrela Ferreira,75,75,6000000,22,191,88,64,40,52
Pierre Lees-Melou,75,75,5500000,29,186,70,65,72,75
Tom Davies,75,78,7500000,24,180,70,65,64,75
Fabien Centonze,75,78,7000000,26,182,75,81,51,70
Eduardo Expósito Jaén,75,78,7500000,25,178,68,64,73,75
Alexander Barboza,75,78,6500000,27,193,92,51,57,64
Bryan Heynen,75,80,8000000,25,183,73,65,71,73
Marko Pjaca,75,76,6500000,27,186,83,77,69,81
Antonio Villa Suárez,75,75,6000000,27,173,63,74,63,77
Waldemar Anton,75,78,6500000,25,189,86,64,46,65
Thomas Ouwejan,75,78,7000000,25,183,77,73,61,72
Thembinkosi Lorch,75,75,5500000,28,166,60,78,73,74
Kevin Vázquez Comesaña,75,75,4900000,29,173,72,66,53,66
Leonardo Godoy,75,76,6000000,27,173,70,85,57,73
Josh Cullen,75,78,6500000,26,175,70,68,56,71
Sander Berge,75,81,8000000,24,195,96,64,62,72
Cristian Guanca,75,75,5500000,29,175,72,76,74,75
Luká Haraslín,75,76,6500000,26,182,71,80,68,79
Soufiane Rahimi,75,76,6500000,26,181,76,85,73,74
Alberto Moleiro González,75,90,13000000,18,169,67,77,66,78
Federico Gatti,75,81,8000000,24,190,80,68,35,54
Pontus Jansson,75,75,3800000,31,194,86,53,42,62
Vincent Aboubakar,75,75,5500000,30,184,82,73,74,75
Pawel Dawidowicz,75,78,6500000,27,189,80,62,48,65
Connor Goldson,75,76,5000000,29,191,85,69,50,65
Soufiane Rahimi,75,76,6500000,26,181,76,85,73,74
Teemu Pukki,75,75,4600000,32,180,80,77,76,73
Agustín Palavecino,75,76,6500000,25,179,74,77,72,79
Andreas Luthe,75,75,625000,35,195,85,76,70,76
Tom O'Brien,75,78,5500000,27,186,85,77,74,78
Domenico Criscito,75,75,1500000,35,183,75,68,61,71
Tosin Adarabioyo,75,82,10500000,24,196,80,72,31,58
Cristian Also Laranjeiro Sá,75,75,4600000,30,185,85,70,54,64
Alex Iwobi,75,76,6500000,26,185,75,74,64,78
Alfred Duncan,75,75,5500000,29,178,78,73,64,74
Felipe Caicedo,75,75,3600000,33,183,82,65,74,71
Fábio Rafael Rodrigues Cardoso,75,77,5500000,28,187,81,61,32,64
Mohamed Bayo,75,80,8500000,24,188,76,70,76,73
Pablo Aguilar,75,75,1500000,35,178,74,63,52,57
Cédric Ricardo Alves Soares,75,75,4800000,30,172,67,71,61,75
Maximilian Wöber,75,80,7500000,24,189,82,72,51,64
Bruno Petkovic,75,75,6000000,27,193,88,74,72,79
Rolando Mandragora,75,79,8000000,25,183,75,55,65,75
Denis Bouanga,75,75,6000000,27,180,71,84,73,76
Florian Sotoca,75,75,4800000,31,187,77,74,72,71
Álvaro Aguado Méndez,75,78,7500000,26,175,71,75,70,74
Santiago Giménez,75,84,12500000,21,182,69,74,76,71
Ondrej Lingr,75,80,8500000,23,175,70,79,73,77
Tiemoué Bakayoko,75,76,6000000,27,189,85,61,48,71
Amine Harit,75,78,7500000,25,180,67,74,62,79
Kevin Danso,75,80,7500000,23,190,85,79,32,57
David Martínez,75,78,7000000,24,182,76,79,54,66
Georgiy Bushchan,75,78,5000000,28,196,84,76,65,78
Glen Kamara,75,78,7500000,26,183,73,76,60,76
Jérémy Doku,75,85,12500000,20,173,77,91,65,80
Leonardo Balerdi,75,81,8000000,23,187,76,68,36,64
Éder Balanta,75,75,4800000,29,181,84,64,43,69
Ozzie Kukoc,75,82,11500000,22,174,61,80,61,75
Ugo Babatunde,75,75,4600000,30,186,95,65,39,56
Dejon Cockburn,75,75,6000000,27,178,79,69,78,76
Jean-Eudes Aholou,75,76,5500000,28,186,71,64,60,69
Georginio Rutter,75,85,12500000,20,182,83,77,74,77
Luiz Gustavo Dias,75,75,1900000,34,187,78,55,61,69
Enner Valencia,75,75,4600000,32,177,74,87,74,74
Gonçalo Matias Ramos,75,85,12500000,21,185,82,77,73,74
Victor Vinícius Coelho dos Santos,75,75,5500000,28,180,76,79,76,77
Lucas Olaza,75,75,5500000,27,175,70,75,69,71
Kévin Manuel Rodrigues,75,75,5000000,28,170,70,73,71,74
Krzysztof Piatek,75,76,6500000,27,183,77,72,76,72
Jesús Vallejo Lázaro,75,79,7000000,25,184,79,67,42,64
Victor Nelsson,75,81,8000000,23,185,78,71,43,64
Jacob Ramsey,75,85,12500000,21,180,72,75,74,78
Zainadine Chavango Júnior,75,75,1800000,34,178,70,74,46,63
Alex McCarthy,75,75,2800000,32,193,79,74,72,80
Antonio Villa Suárez,75,75,6000000,27,173,63,74,63,77
Amin Younes,75,75,5500000,28,170,71,69,68,81
Cristian Arango,75,76,6500000,27,178,78,75,74,75
Leonardo Burián,75,75,625000,38,188,81,76,72,74
Guus Til,75,78,7500000,24,186,78,69,75,72
Kevin Akpoguma,75,77,6000000,27,192,85,77,48,70
Daniel-Kofi Kyereh,75,78,7500000,26,179,73,81,72,80
Okay Yokuslu,75,76,5500000,28,191,79,59,70,70
Denis Cheryshev,75,75,4700000,31,179,74,73,73,74
Romell Quioto,75,75,5500000,30,178,69,85,73,71
Jed Wallace,75,75,5500000,28,178,70,77,72,75
Wendell Nascimento Borges,75,75,5000000,28,176,70,79,54,76
Michael Ngadeu,75,75,3800000,31,190,87,60,44,61
Duirval Hélton Diniz Cabral,75,75,5500000,26,187,82,53,47,52
